selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
25427,331580,ULTRAWORLD EXODUS,78,0.7564102564102564,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,ULTRAWORLD EXODUS,silent_fixed_protagonist,2.0,Explorer/Seeker,Magician/Transformer,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,VR exploration with fixed avatar.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25429,352190,Spirit of War,78,0.6025641025641025,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Spirit of War,silent_fixed_protagonist,2.0,Hero/Warrior,Ruler/Leader,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Shadow/Antihero,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Fixed combat protagonist implied.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25430,370590,Gem Wars: Attack of the Jiblets,78,0.6153846153846154,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Gem Wars: Attack of the Jiblets,silent_fixed_protagonist,2.0,Hero/Warrior,Jester/Trickster,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Arcade combat with fixed avatar.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25431,370780,Fated Souls,78,0.5641025641025641,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Fated Souls,fixed_dual,2.0,Explorer/Seeker,Hero/Warrior,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,multiplayer_only_or_no_story_focus,Dual protagonists in RPG.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25434,392610,Tricone Lab,78,0.935897435897436,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Tricone Lab,fixed_named_single,2.0,Sage/Investigator,Creator/Artist,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Creator/Artist,Explorer/Seeker,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,insufficient_information,Laboratory-focused fixed lead.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25435,422140,Wrestling Spirit 3,78,0.4487179487179487,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Wrestling Spirit 3,sports_or_racing_role,2.0,Hero/Warrior,Ruler/Leader,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Shadow/Antihero,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,sports_or_racing,Sports management/wrestling role.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25436,447210,Blink,78,0.9230769230769232,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Blink,silent_fixed_protagonist,2.0,Explorer/Seeker,Sage/Investigator,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Magician/Transformer,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Minimal fixed-avatar gameplay.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25437,461180,SurrealVR,78,0.6153846153846154,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,SurrealVR,silent_fixed_protagonist,2.0,Explorer/Seeker,Magician/Transformer,Uncertain,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Uncertain,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,VR experience with avatar control.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25438,462910,Poly Runner VR,78,0.8205128205128205,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Poly Runner VR,sports_or_racing_role,2.0,Explorer/Seeker,Hero/Warrior,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,sports_or_racing,Runner-style sports/arcade role.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25439,467270,Weaves of Fate,78,0.7051282051282052,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Weaves of Fate,fixed_named_single,2.0,Magician/Transformer,Explorer/Seeker,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Magician/Transformer,Explorer/Seeker,Sage/Investigator,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Likely story-led fixed protagonist.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25440,489720,Conga Master,78,0.9102564102564102,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Conga Master,sports_or_racing_role,2.0,Jester/Trickster,Lover,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Lover,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,sports_or_racing,Rhythm/party performance role.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25441,517350,Squareface,78,0.7948717948717948,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Squareface,fixed_named_single,2.0,Jester/Trickster,Hero/Warrior,Uncertain,True,True,True,1.0,low,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Jester/Trickster,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Named single protagonist.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25442,521280,Atlantis: Pearls of the Deep,78,0.8589743589743589,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Atlantis: Pearls of the Deep,fixed_named_single,2.0,Explorer/Seeker,Magician/Transformer,Innocent,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Innocent,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Puzzle adventure with fixed lead.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25444,548280,NeonBall,78,0.5512820512820513,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,NeonBall,sports_or_racing_role,2.0,Jester/Trickster,Hero/Warrior,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Hero/Warrior,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,sports_or_racing,Ball sport/arcade avatar.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25445,563400,Ludu,78,0.7564102564102564,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Ludu,silent_fixed_protagonist,2.0,Everyman/Orphan,Creator/Artist,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Creator/Artist,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Single controllable piece/avatar.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25448,609410,Iron Tides,78,0.7564102564102564,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Iron Tides,fixed_named_single,2.0,Ruler/Leader,Hero/Warrior,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Named captain/leader focus.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25450,620940,Invisibox,78,0.8717948717948718,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Invisibox,silent_fixed_protagonist,2.0,Explorer/Seeker,Sage/Investigator,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Creator/Artist,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Puzzle/box-control fixed avatar.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0089-ranks-25401-25450,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25765,1710750,Slit Mouthed - 口裂け女,76,0.8157894736842105,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Slit Mouthed Woman,fixed_named_single,2.0,Magician/Transformer,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Horror figure protagonist,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25768,1771990,Nyaaaanvy,76,0.9736842105263158,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Nyaaaanvy,fixed_named_single,2.0,Jester/Trickster,Hero/Warrior,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Hero/Warrior,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Cat slap-fight character,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25770,1839760,Cursed Crew,76,0.8947368421052632,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Cursed Crew Captain,fixed_named_single,2.0,Ruler/Leader,Explorer/Seeker,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Ruler/Leader,Shadow/Antihero,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Crew-based cursed adventure,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25771,1843880,Tumblebugs,76,0.9736842105263158,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Bug,fixed_named_single,2.0,Innocent,Explorer/Seeker,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Innocent,Explorer/Seeker,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Puzzle action with bug protagonist,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25782,2526580,Backrooms Doors,76,0.7236842105263158,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Player,player_avatar_weakly_defined,2.0,Explorer/Seeker,Everyman/Orphan,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Shadow/Antihero,Everyman/Orphan,2.0,1.0,3.0,1.0,yes,False,False,metadata_inference,no_clear_protagonist,Backrooms exploration avatar,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25795,297740,Overruled!,75,0.4933333333333333,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Player,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,2.0,1.0,3.0,2.0,yes,False,False,metadata_inference,none,Party game with chaotic roleplay,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0096-ranks-25751-25800,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25851,1177690,The Summoning,75,0.72,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,The Summoning,fixed_named_single,2.0,Magician/Transformer,Uncertain,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Magician/Transformer,Shadow/Antihero,Uncertain,2.0,1.0,0.0,2.0,yes,False,False,metadata_inference,insufficient_information,"Occult protagonist, likely horror context.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25852,1243790,Heart Star,75,0.96,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Heart Star,fixed_dual,2.0,Lover,Explorer/Seeker,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Lover,Explorer/Seeker,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,"Two-child puzzle duo, cooperative quest.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25854,1275790,Space Otter Charlie,75,0.9866666666666668,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Space Otter Charlie,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Jester/Trickster,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,none,"Animal space explorer, lighthearted adventure.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25855,1285510,A Day Without Me,75,0.72,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,A Day Without Me,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Everyman/Orphan,Shadow/Antihero,Explorer/Seeker,2.0,1.0,0.0,2.0,yes,False,False,metadata_inference,insufficient_information,"Solitary puzzle-platformer, likely ordinary survivor.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25857,1351140,KAPIA,75,0.92,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,KAPIA,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Creator/Artist,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,Story adventure with clear explorer lead.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25858,1362120,PIGROMANCE,75,0.9866666666666668,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,PIGROMANCE,nonhuman_fixed_protagonist,2.0,Everyman/Orphan,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Everyman/Orphan,Hero/Warrior,Shadow/Antihero,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,"Pig protagonist, survival and pursuit.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25861,1387150,A Case of the Crabs: Rehash,75,0.9466666666666668,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,A Case of the Crabs: Rehash,fixed_named_single,2.0,Sage/Investigator,Jester/Trickster,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Jester/Trickster,Rebel/Outlaw,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,"Detective-style crab case, likely comedic.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25881,1712050,Gehinnom,75,0.7866666666666666,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Gehinnom,fixed_named_single,2.0,Magician/Transformer,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Hero/Warrior,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,"Hellish setting, dark protagonist likely.",25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25883,1865680,瓔珞事件簿之誰殺了愛情,75,0.9733333333333334,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,瓔珞事件簿之誰殺了愛情,fixed_named_single,2.0,Sage/Investigator,Lover,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Sage/Investigator,Lover,Shadow/Antihero,2.0,1.0,0.0,2.0,yes,False,False,metadata_inference,insufficient_information,Mystery case about love and murder.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25884,1906180,Memory Traces: Japan,75,0.9333333333333332,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Memory Traces: Japan,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,Travel-memory exploration in Japan.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25886,1949300,EXIT - The Curse of Ophir,75,0.8533333333333334,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,EXIT - The Curse of Ophir,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Magician/Transformer,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,Adventure protagonist seeking cursed treasure.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
25896,2356450,A Street Cat's Tale 2: Outside is Dangerous,75,0.96,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,A Street Cat's Tale 2: Outside is Dangerous,nonhuman_fixed_protagonist,2.0,Everyman/Orphan,Caregiver/Guardian,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Caregiver/Guardian,Explorer/Seeker,2.0,1.0,0.0,1.0,yes,False,False,metadata_inference,insufficient_information,Street cat survival and exploration.,25001-30000,,,steam-v006-rest54mini-part_005-chunk-0098-ranks-25851-25900,,5.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_005_output.jsonl
