a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,split_label
788100,y,Grim Squad,fen,2,REB,HER,SHA,2,1,2,2,1,m,multi,False,g,Selectable underworld agents,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
48190,y,Ezio Auditore,fns,3,REB,HER,RUL,3,3,1,1,3,y,none,False,g,Assassin becomes Brotherhood leader,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
250600,y,the fly,nfx,3,EXP,INN,NA,2,2,0,1,1,y,none,False,g,Short symbolic fly journey.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2252570,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Football club management sim.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2515020,y,Clive Rosfield,fns,3,HER,SHA,LOV,3,3,2,1,3,y,none,False,g,Named revenge-driven fantasy hero.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
955900,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Cultivation sect management sandbox.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
979690,y,the Indent,cbd,2,EVE,REB,HER,2,2,1,3,2,y,none,False,g,Custom indent fights corporate arcology.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
297000,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Faction strategy with many heroes.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2141730,n,,pav,0,NA,NA,NA,0,0,0,2,0,n,multi,False,m,Anonymous co-op escape avatars.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1262560,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,"Racing game role, no protagonist.",steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2420110,y,Aloy,fns,3,HER,EXP,CAR,3,3,0,1,3,y,none,False,g,Named seeker-protector heroine.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
882100,y,Chimera Squad agents,fen,2,HER,CAR,SAG,2,2,1,1,2,m,multi,False,g,Tactical ensemble of named agents.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1681430,y,Alex Murphy / RoboCop,fns,3,HER,CAR,SHA,3,3,2,1,2,y,none,False,g,Cyborg lawman protects Detroit.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
816020,y,created Jump Force avatar,cbd,2,HER,EXP,NA,2,1,0,3,1,m,multi,False,g,Created avatar joins crossover heroes.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
332800,y,Jeremy Fitzgerald,fns,2,EVE,SAG,NA,2,2,1,2,2,y,none,False,g,Named night guard survives animatronics.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
841370,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Basketball sports title.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
300,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Multiplayer WWII shooter.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1496790,y,Gotham Knights,fen,3,HER,CAR,SHA,3,2,1,1,2,y,multi,False,g,Bat-family ensemble after Batman.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
563560,u,IAF marines,fen,1,HER,NA,NA,2,1,0,1,1,m,multi,True,g,Selectable co-op marine squad.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1094520,y,custom hero,cbd,2,EXP,RUL,HER,2,2,1,3,2,y,none,False,g,Sandbox hero in desert politics.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
65980,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Civilization-scale faction control.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
541570,y,Sal Fisher,fns,3,EVE,SAG,SHA,3,3,2,1,3,y,none,False,g,Outsider boy investigates horrors.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
285190,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,RTS faction campaigns dominate.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
35010,y,Batman,fns,3,HER,SAG,SHA,3,3,2,1,2,y,none,False,g,Iconic detective-warrior protagonist.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
858820,n,,pav,0,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Co-op survival avatars.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1432860,y,custom farmer,cbd,2,CRE,CAR,LOV,2,2,0,3,2,y,none,False,g,Custom newcomer builds community.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1931770,y,the Traveler,sfx,3,SAG,EXP,CAR,3,3,0,2,2,y,none,False,g,Silent traveler deciphers languages.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
783770,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,multi,False,g,"Online FPS, no protagonist.",steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
627270,y,DC heroes,fen,2,HER,RUL,SHA,2,2,1,1,2,m,multi,False,g,Fighting story ensemble.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2221490,y,Division agent,cbd,2,HER,CAR,RUL,2,2,1,3,2,y,multi,False,g,Custom agent restores order.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2296990,y,two explorers,fdu,2,EXP,LOV,SAG,2,2,0,2,1,y,multi,False,g,Co-op friends solve trials.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
410900,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Physics RTS base warfare.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
609320,y,lone traveler,sfx,3,EXP,EVE,INN,3,3,0,2,1,y,none,False,g,Silent survivor journeys by vehicle.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
246900,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Janitorial cleanup simulator.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1127400,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Factory-defense system control.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
20510,y,Scar,fns,3,EXP,HER,SHA,3,3,2,1,2,y,none,False,g,Named mercenary stalker in Zone.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
928600,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Formula One racing title.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1948980,y,custom wuxia hero,cbd,2,EXP,HER,EVE,2,2,1,3,2,y,none,False,g,Custom martial-world adventurer.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1029690,y,Karl Fairburne,fns,3,HER,SAG,CAR,3,3,1,1,2,y,none,False,g,Named sniper-warrior saboteur.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
38400,y,the Vault Dweller,cbd,3,EXP,HER,EVE,3,3,1,3,3,y,none,False,g,Custom exile seeks vault salvation.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
392110,n,,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Space empire 4X strategy.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
784150,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Republic city-building management.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
531510,y,blue shape,nfx,2,INN,HER,NA,2,1,0,2,1,m,none,False,g,Abstract shape rescues companions.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
341940,y,the Antagonist,frs,3,SHA,REB,NA,3,2,3,1,1,y,none,False,g,Misanthropic mass-murder antihero.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
450540,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,g,VR firearm sandbox simulator.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
837470,y,the goose,nfx,3,JES,REB,INN,3,3,0,2,1,y,none,False,g,Mischievous goose disrupts village.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
33930,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,multi,True,g,Milsim with shifting soldier roles.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
368230,y,the monarch,frs,3,RUL,CAR,EXP,3,3,0,2,1,y,none,False,g,Ruler builds and protects kingdom.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
427290,y,Jonathan Reid,fns,3,SHA,CAR,SAG,3,3,3,1,3,y,none,False,g,Doctor-vampire torn by hunger.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
447820,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Multiplayer WWII infantry shooter.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
2407270,y,Arrisa,fns,2,EXP,HER,MAG,2,2,1,1,2,y,none,False,m,Named Blader explores ruined city.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
1040200,y,Kovalsky,fns,2,SHA,CAR,EVE,2,2,2,2,2,y,none,False,g,Mob cleaner saving daughter.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55
303210,y,Davey Wreden,fns,2,CRE,SAG,SHA,2,2,2,1,3,m,none,True,g,Meta narrator-protagonist interprets Coda.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1286680,y,Fatemaker,cbd,3,HER,EXP,JES,3,3,0,3,2,y,none,False,g,Custom fantasy hero in Tina campaign.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
512900,n,,nop,2,NA,NA,NA,0,0,0,3,1,n,multi,False,g,"Procedural roles, no stable protagonist.",steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
736260,y,Baba,nfx,2,INN,CRE,EXP,1,1,0,1,1,m,none,False,g,Minimal nonhuman puzzle avatar.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
15100,y,Altaïr Ibn-La'Ahad,fns,3,REB,HER,SAG,3,3,1,1,3,y,none,False,g,Assassin redeemed through truth-seeking.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
209660,y,Jack Mitchell,fns,3,HER,EVE,REB,2,2,1,1,2,y,none,False,g,Soldier protagonist rejects corrupt authority.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
834530,y,Kazuma Kiryu,fns,3,HER,CAR,SHA,3,3,2,1,3,y,none,False,g,Yakuza protector with violent past.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
368260,y,The Hunter,cbd,3,HER,MAG,CAR,3,3,1,3,3,y,none,False,g,Custom supernatural Marvel leader.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
3117820,y,Courtier,frs,2,EVE,SHA,REB,2,2,2,2,2,m,unk,True,m,Survivor under tyrannical sultan.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1102190,n,,sys,3,NA,NA,NA,0,0,0,2,1,n,sys,False,g,Deckbuilding clan/system control.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1022450,n,,sys,3,NA,NA,NA,0,0,0,1,1,n,sys,False,g,RTS faction control only.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
2066020,u,Playable heroes,pav,1,HER,MAG,EXP,1,1,1,2,1,m,multi,True,g,Multiple lightly characterized survivors.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
236110,y,Defenders,fen,2,HER,CAR,MAG,2,2,0,2,1,m,multi,False,g,Hero ensemble defends Etheria.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
431730,n,,nop,3,NA,NA,NA,0,0,0,0,0,n,info,False,g,"Creative software, not narrative game.",steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1227890,y,Male cousin,frs,2,LOV,EVE,JES,2,1,0,3,1,m,other,True,g,Adult VN slice-of-life protagonist.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1929610,n,,nop,2,NA,NA,NA,0,0,0,2,1,n,multi,False,g,Co-op ghost-hunter roles.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
673950,n,,sim,3,NA,NA,NA,0,0,0,3,0,n,sim,False,g,Farming sandbox avatar only.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1158160,y,Farmer,cbd,3,CAR,CRE,LOV,3,3,0,3,2,y,none,False,g,Custom farmer restores community.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1476970,n,,nop,2,NA,NA,NA,0,0,0,3,1,n,multi,False,g,Idle MMO account characters.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
692890,y,Robot Guardian,nfx,2,HER,EXP,INN,2,2,0,2,1,m,none,False,g,Robot hero in roguelite shooter.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
374040,y,Portal Knight,cbd,2,HER,EXP,CRE,2,2,0,3,1,m,none,False,g,Custom knight explores and rebuilds.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
35720,y,Trine heroes,fen,3,HER,MAG,JES,3,3,0,1,2,y,multi,False,g,Three named fairy-tale adventurers.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
16900,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,nop,False,g,Tactical operator simulation.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
3017860,y,Doom Slayer,fns,3,HER,SHA,REB,3,3,3,1,2,y,none,False,g,Mythic violent demon-slayer.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1601580,n,,sys,3,NA,NA,NA,0,0,0,2,2,n,sys,False,g,City steward/system governance.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
274520,y,The Stranger,frs,3,EVE,EXP,SHA,3,3,2,2,3,y,none,False,g,Traumatized survivor seeks escape.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1284210,y,Commander,cbd,3,HER,RUL,EXP,3,2,0,3,3,y,none,False,g,Custom MMO hero-commander.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1433140,n,,nop,3,NA,NA,NA,0,0,0,2,1,n,multi,False,g,Asymmetric victims and killers.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1940340,y,Expedition heroes,fen,2,SHA,HER,EVE,2,2,3,1,2,m,multi,True,g,Flawed ensemble journeys through ruin.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1569040,n,,spr,3,NA,NA,NA,0,0,0,1,0,n,spr,False,g,Sports management role.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1127500,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Abstract traffic network control.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
2080690,u,Survivor,pav,1,EVE,EXP,CRE,1,1,0,3,1,m,none,True,m,Generic post-flood survival avatar.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1466640,y,Teen hitchhikers,fen,2,EXP,REB,EVE,3,3,0,2,3,y,multi,False,g,Runaway teens seek freedom.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
630,u,I.A.F. marines,fen,1,HER,CAR,NA,1,1,0,2,0,m,multi,True,g,Thin co-op marine ensemble.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
332950,y,Doug Houser,fns,3,EVE,SHA,EXP,2,3,2,1,2,y,none,False,g,Condemned man seeks redemption.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
774181,y,Medical intern,frs,2,CAR,SAG,INN,2,2,0,2,2,m,none,False,g,Doctor-intern heals via rhythm.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
527430,y,Inquisitor,cbd,3,SAG,HER,SHA,3,3,2,2,2,y,none,False,g,Custom grimdark investigator-warrior.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
2138710,y,Martial artist,frs,3,SHA,HER,REB,3,3,3,2,2,y,none,False,g,Revenge-driven kung fu protagonist.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
235540,y,Ubersreik Five,fen,3,HER,CAR,SHA,2,2,1,1,1,m,multi,False,g,Named heroes fight Skaven invasion.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
412830,y,Rintaro Okabe,fns,3,SAG,MAG,LOV,3,3,1,1,3,y,none,False,g,Mad scientist time-travel investigator.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1291340,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,"Toy city builder, no character.",steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
24200,y,Custom metahuman,cbd,2,HER,REB,MAG,1,1,1,3,1,m,none,True,g,Custom hero or villain avatar.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
212500,y,Free Peoples adventurer,cbd,2,HER,EXP,CAR,2,2,0,3,2,m,none,False,g,Custom adventurer aids Middle-earth.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
2000950,y,Task Force protagonists,fen,2,HER,REB,CAR,2,2,1,1,2,m,multi,True,g,Modern Warfare campaign ensemble.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
330020,y,Bergson family,fen,3,CAR,HER,LOV,3,3,0,1,3,y,multi,False,g,Family guardians protect home.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
22300,y,Lone Wanderer,cbd,3,EXP,EVE,HER,3,3,1,3,3,y,none,False,g,Vault outsider seeks father.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
323470,y,Time Patroller,cbd,3,HER,CAR,MAG,2,2,0,3,2,y,none,False,g,Custom warrior protects timeline.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
719040,y,Desert Rangers squad,fen,3,HER,RUL,SHA,2,2,2,2,3,m,multi,False,g,Ranger squad makes harsh choices.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
1230140,y,Natsuki Ikaruga,fns,3,LOV,CAR,EVE,3,3,1,1,3,y,none,False,g,Melancholic boy bonds with android.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
509980,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Multiplayer hunter/monster roles.,steam-v005-top1000-55-chunk-00020-ranks-951-1000,top1000_55
