appid,llm5_has_clear_main_protagonist,llm5_protagonist_name,llm5_protagonist_type,llm5_protagonist_confidence_0_3,llm5_primary_archetype,llm5_secondary_archetype,llm5_tertiary_archetype,llm5_archetype_confidence_0_3,llm5_archetype_suitability_0_3,llm5_shadow_load_0_3,llm5_player_projection_0_3,llm5_narrative_complexity_0_3,llm5_suggested_include_in_final_corpus,llm5_exclusion_reason,llm5_needs_manual_review,llm5_evidence_basis,llm5_note,llm5_custom_id,llm5_split_label,llm5_model_used
475150,yes,Custom hero,customizable_but_defined,2,Hero/Warrior,Explorer/Seeker,Magician/Transformer,2,2,0,3,1,maybe,none,False,general_knowledge,Mythic customizable champion.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
40800,yes,Meat Boy,nonhuman_fixed_protagonist,3,Lover,Hero/Warrior,Innocent,3,2,0,0,1,yes,none,False,general_knowledge,Nonhuman rescuer lover.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
10500,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Faction strategy control.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
266840,no,,strategy_or_systemic_role,2,Not applicable,Not applicable,Not applicable,3,0,0,2,2,no,pure_strategy_or_systemic_role,False,general_knowledge,RTS campaigns lack single lead.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
824270,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,Aim trainer utility.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1135690,yes,Unseen woman,fixed_role_single,2,Everyman/Orphan,Creator/Artist,Explorer/Seeker,2,3,0,2,3,yes,none,False,general_knowledge,Life inferred through unpacking.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
992300,yes,Yejin,fixed_named_single,2,Hero/Warrior,Rebel/Outlaw,Shadow/Antihero,2,2,2,1,2,maybe,none,True,general_knowledge,Martial action hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1134570,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,3,1,no,sports_or_racing,False,general_knowledge,Formula racing game.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
325610,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Empire strategy control.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1241100,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,Multiplayer shooter avatars.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
326460,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,Tank artillery matches.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
485510,yes,William Adams,fixed_named_single,3,Hero/Warrior,Explorer/Seeker,Magician/Transformer,3,3,1,0,2,yes,none,False,general_knowledge,Fixed samurai yokai hunter.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
10190,yes,Task Force soldiers,fixed_ensemble,3,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,2,2,1,1,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiple campaign soldiers.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
2679460,yes,Royal candidate,customizable_but_defined,3,Hero/Warrior,Ruler/Leader,Explorer/Seeker,3,3,0,2,3,yes,none,False,general_knowledge,Named-by-player political hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
740130,yes,Alphen,fixed_named_single,3,Hero/Warrior,Rebel/Outlaw,Everyman/Orphan,3,3,1,0,3,yes,none,False,general_knowledge,Amnesiac liberator hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1282730,yes,The Hero,fixed_role_single,3,Hero/Warrior,Creator/Artist,Explorer/Seeker,2,2,0,1,2,yes,none,False,general_knowledge,Hero rebuilds erased world.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
638230,yes,Traveler,silent_fixed_protagonist,3,Explorer/Seeker,Innocent,Magician/Transformer,3,3,0,2,2,yes,none,False,general_knowledge,Silent pilgrim seeker.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1256670,yes,Angela and Roland,fixed_dual,3,Explorer/Seeker,Shadow/Antihero,Sage/Investigator,2,3,3,0,3,yes,none,False,general_knowledge,Dual library leads.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
434570,no,,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,Comedic wave shooter.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
844870,yes,Custom Chaser,customizable_but_defined,2,Hero/Warrior,Rebel/Outlaw,Explorer/Seeker,2,1,1,3,1,maybe,none,True,general_knowledge,Anime action MMO avatar.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
1922560,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Class shooter factions.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
57300,yes,Daniel,fixed_named_single,3,Everyman/Orphan,Sage/Investigator,Shadow/Antihero,3,3,3,1,3,yes,none,False,general_knowledge,Amnesiac horror survivor.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
997070,yes,Avengers,fixed_ensemble,3,Hero/Warrior,Innocent,Caregiver/Guardian,2,2,1,0,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Superhero ensemble campaign.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55,gpt-5.5
110800,yes,Cole Phelps,fixed_named_single,3,Sage/Investigator,Hero/Warrior,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Detective war veteran probes corrupt Los Angeles.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
939400,uncertain,player lovers,player_avatar_weakly_defined,1,Lover,Everyman/Orphan,Uncertain,2,1,0,3,1,maybe,multiplayer_only_or_no_story_focus,True,metadata_inference,"Romance choice vignettes, weak protagonist continuity.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
555570,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer zombie survival sandbox.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2406770,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical multiplayer shooter without narrative lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1483870,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,"Party drawing game, no protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1657630,yes,Beatrix LeBeau,fixed_named_single,3,Explorer/Seeker,Caregiver/Guardian,Innocent,3,3,0,1,2,yes,none,False,general_knowledge,Adventurous rancher explores Rainbow Island.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2300320,no,,simulator_or_management_role,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,simulator_or_management,False,general_knowledge,"Farming simulator role, no narrative lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
640820,yes,custom baron,customizable_but_defined,3,Ruler/Leader,Hero/Warrior,Explorer/Seeker,3,3,1,3,3,yes,none,False,general_knowledge,Custom adventurer becomes ruler of Stolen Lands.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
4700,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Player controls historical factions and armies.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1817230,yes,Chai,fixed_named_single,3,Rebel/Outlaw,Creator/Artist,Hero/Warrior,3,3,0,1,2,yes,none,False,general_knowledge,Wannabe rockstar rebels against corporate villains.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
535930,no,,simulator_or_management_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,simulator_or_management,False,general_knowledge,"Hospital management sim, no main protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1235140,yes,Ichiban Kasuga,fixed_named_single,3,Everyman/Orphan,Hero/Warrior,Innocent,3,3,1,1,3,yes,none,False,general_knowledge,Idealistic ex-yakuza underdog seeks belonging.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
383120,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,Open survival sandbox with weak avatar.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1677280,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,"RTS army command, no single lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
597170,yes,robot contestant,nonhuman_fixed_protagonist,2,Everyman/Orphan,Hero/Warrior,Rebel/Outlaw,2,2,0,2,1,maybe,none,True,general_knowledge,Human mind in robot gladiator body.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1213210,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Classic RTS faction command.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
47890,no,,simulator_or_management_role,0,Not applicable,Not applicable,Not applicable,0,0,0,3,0,no,simulator_or_management,False,general_knowledge,Life simulation with user-created households.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
371660,yes,Takkar,fixed_named_single,3,Hero/Warrior,Ruler/Leader,Explorer/Seeker,3,3,1,1,2,yes,none,False,general_knowledge,Wenja warrior unites and protects tribe.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
955050,yes,Shelia,fixed_named_single,3,Hero/Warrior,Magician/Transformer,Sage/Investigator,2,2,1,1,1,yes,none,False,general_knowledge,Agent fights supernatural military threat.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
274940,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Asymmetric multiplayer divers versus sharks.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2231380,yes,Nomad,customizable_but_defined,3,Hero/Warrior,Ruler/Leader,Sage/Investigator,2,2,1,3,2,yes,none,False,general_knowledge,Custom Ghost leader survives hostile island.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
8980,yes,Vault Hunters,fixed_ensemble,3,Explorer/Seeker,Rebel/Outlaw,Shadow/Antihero,2,2,2,2,2,yes,none,False,general_knowledge,Playable treasure hunters seek the Vault.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
939960,yes,Security Captain,customizable_but_defined,3,Hero/Warrior,Explorer/Seeker,Caregiver/Guardian,2,2,1,3,2,yes,none,False,general_knowledge,Custom captain helps rebuild Hope County.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
105450,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,RTS civilization control despite campaign characters.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1859910,yes,Zhao Huo,fixed_named_single,2,Everyman/Orphan,Hero/Warrior,Lover,2,2,1,1,2,maybe,none,True,metadata_inference,Wuxia underdog disciple pursues martial fate.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2878980,no,,sports_or_racing_role,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,sports_or_racing,False,general_knowledge,"Sports team/player modes, no fixed protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
641990,yes,custom inmate,player_avatar_weakly_defined,2,Rebel/Outlaw,Explorer/Seeker,Everyman/Orphan,2,2,1,3,1,maybe,none,False,general_knowledge,Player inmate plots prison escapes.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
417860,yes,unnamed friend,player_avatar_weakly_defined,2,Lover,Everyman/Orphan,Innocent,2,2,0,3,2,yes,none,False,general_knowledge,Chatroom avatar navigates adolescent longing.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
202990,yes,Mason ensemble,fixed_ensemble,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,2,3,2,1,3,yes,none,False,general_knowledge,Multiple soldiers across conspiratorial campaign.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2212330,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Fighting sandbox lacks narrative protagonist.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
257510,yes,android child,nonhuman_fixed_protagonist,3,Sage/Investigator,Explorer/Seeker,Magician/Transformer,3,3,0,2,3,yes,none,False,general_knowledge,Android seeker solves philosophical simulations.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
380,yes,Gordon Freeman,silent_fixed_protagonist,3,Hero/Warrior,Explorer/Seeker,Sage/Investigator,3,3,0,2,2,yes,none,False,general_knowledge,Silent scientist hero escapes Combine city.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1100600,no,,sports_or_racing_role,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,sports_or_racing,False,general_knowledge,"Sports management role, no narrative protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
32370,yes,Revan,customizable_but_defined,3,Hero/Warrior,Shadow/Antihero,Explorer/Seeker,3,3,3,3,3,yes,none,False,general_knowledge,Custom Jedi with hidden dark past.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1062090,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,"Beaver colony builder, systemic control.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
261030,yes,Clementine,fixed_named_single,3,Everyman/Orphan,Caregiver/Guardian,Hero/Warrior,3,3,1,1,3,yes,none,False,general_knowledge,Young survivor protects herself and others.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1359090,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical multiplayer FPS without story lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
299740,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,"Online survival sandbox, weak avatar.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
637090,yes,mercenary commander,customizable_but_defined,2,Ruler/Leader,Hero/Warrior,Rebel/Outlaw,2,2,1,3,2,maybe,none,True,general_knowledge,Custom commander leads mercenary mech company.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
394510,uncertain,Helldiver,fixed_role_single,1,Hero/Warrior,Jester/Trickster,Rebel/Outlaw,2,1,1,2,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,"Satirical expendable soldiers, weak individual lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1336490,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Roguelite city builder as royal viceroy.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
2322010,yes,Kratos and Atreus,fixed_dual,3,Hero/Warrior,Caregiver/Guardian,Explorer/Seeker,3,3,2,1,3,yes,none,False,general_knowledge,Father and son confront fate and war.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
42910,yes,wizard,fixed_role_single,2,Magician/Transformer,Jester/Trickster,Hero/Warrior,2,2,0,2,1,maybe,none,False,general_knowledge,Chaotic robed wizard comedy adventure.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1366800,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,other,False,general_knowledge,"Utility software, not protagonist fiction.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
225840,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Co-op mod with no single lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
942970,yes,acoustic detective,fixed_role_single,2,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,3,2,0,2,2,yes,none,False,general_knowledge,Listener reconstructs crimes through audio evidence.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
427410,yes,GATE scientist,customizable_but_defined,2,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,2,2,0,3,2,maybe,none,False,general_knowledge,Custom scientist survives paranormal facility disaster.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1144400,yes,Masaomi Arichi,fixed_named_single,3,Lover,Everyman/Orphan,Hero/Warrior,2,2,0,2,2,yes,none,False,general_knowledge,Romance VN protagonist tied to sacred sword.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
393420,no,,no_clear_protagonist,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,"Survival sandbox, no narrative main character.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1449690,yes,Telltale survivors,fixed_ensemble,3,Caregiver/Guardian,Everyman/Orphan,Hero/Warrior,3,3,2,1,3,yes,none,False,general_knowledge,Series ensemble led by Lee and Clementine.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55,gpt-5.5
1268750,uncertain,Federation trooper,player_avatar_weakly_defined,1,Hero/Warrior,Everyman/Orphan,Uncertain,1,1,1,3,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Co-op generic Mobile Infantry soldier.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
280790,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,3,0,no,no_clear_protagonist,False,general_knowledge,Sandbox avatar without defined narrative.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
2208920,yes,Eivor Varinsdottir,customizable_but_defined,3,Hero/Warrior,Rebel/Outlaw,Ruler/Leader,3,3,1,2,3,yes,none,False,general_knowledge,Defined Viking raider and clan leader.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
41700,yes,Alexander Degtyarev,fixed_named_single,3,Sage/Investigator,Explorer/Seeker,Hero/Warrior,3,3,1,1,2,yes,none,False,general_knowledge,Major investigating Zone helicopter crashes.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
